Token,Lema,POS,Freq,Declinação,Definição
rari,rarus,ADJ,7,-,"Having wide interstices between its parts, of a loose texture, not thick or dense, thin (opp. densus; freq. and class.)."
profectae,profero,VERB,7,-,"Inf. pass. parag. proferrier, Lucr. , ; proferis for profers,Firm. Mat. , )"
situs,situs,NOUN,7,-,"sĭtus, a, um, Part. and  of sino."
opportunitate,opportunitas,NOUN,7,3,"In gen., fitness, convenience, suitableness (class.; syn. occasio; cf.: copia, facultas): loci,local advantages,Caes. B. G. , : corporis,Cic. Leg. , , : anuli,id. Off. , , : membrorum,id. N D. , , : aetatis,Sall. J. , ."
aquitaniam,aquitania,NOUN,7,-,"A province in Southern Gaul, between the Loire and the Pyrenees, Caes. B. G. , ; , ; Plin. , , , §  sq."
clam,cla,NOUN,7,-,Def. não encontrada
conclamant,conclamo,VERB,7,-,"A., to cry or call out together."
praedandi,praedo,VERB,7,-,"praedo, āre, v. praedor"
confidebant,confidedo,VERB,7,-,Def. não encontrada
dimissis,dimo,VERB,7,-,Def. não encontrada
saepe,saepe,SCONJ,7,-,"saepe, old acc. n. of saepis."
infirma,infirmus,ADJ,7,-,"Not strong, weak, feeble."
neglexerunt,neglego,VERB,7,-,"In gen., opp. to curare (cf. desum): si mandatum neglecturus es,Cic. Rosc. Am. , : maculam judiciorum,id. Clu. , : rem familiarem neglegebat,Nep. Them. , : neglectis urenda filix innascitur agris,Hor. S. , , ."
desiderare,desidero,VERB,7,-,"To long for, greatly wish for, to desire something not possessed (freq. and class.—for syn. cf.: opto, requiro, expeto, appeto, affecto, cupio, concupisco, aveo, gestio, capto, volo)."
praecipit,praecipio,VERB,7,-,"To take or seize beforehand, to get or receive in advance (class., esp. in the trop. sense; syn.: anticipo, praeoccupo)."
desiliunt,desilio,VERB,7,-,"Desilivi,Col. , , : desilii,id. , , ; Curt. , ,  al.), ultum, , salio, to leap down."
navigandum,navigo,VERB,7,-,"To sail, set sail."
vineas,vinia,NOUN,7,-,Def. não encontrada
terrore,terror,NOUN,7,3,"Great fear, affright, dread, alarm, terror (syn.: pavor, trepidatio, metus)."
ceteris,ceterus,DET,7,-,"Hence, the advv."
humiliores,humilis,ADJ,7,-,"Low, lowly, small, slight (class.; esp. freq. in the trop. signif.)."
hiemis,hiema,NOUN,7,-,Def. não encontrada
ubiorum,ubium,NOUN,7,-,"A relative local particle, denoting rest in a place, in which place, in what place, where."
perfidia,perfidium,NOUN,7,-,Def. não encontrada
obsidione,obsidio,NOUN,7,3,"Transf., captivity (post-class.), Just. , , ; , , ; , , ."
exigua,exiguus,ADJ,7,-,"Scanty in measure or number, small, little, petty, short, poor, mean."
adit,ado,VERB,7,-,Def. não encontrada
importari,importo,VERB,7,-,"To bring, carry, or convey into, to bring in from abroad, to import (class.)."
quaestorem,quaestor,NOUN,7,3,"Trop.: quaestor non imperii, sed doloris mei,Cic. Red. in Sen. ,  (bracketed as dub. by B. and K.)."
fontis,fons,NOUN,7,3,"A spring, fountain, well-source (syn.: scaturigo, puteus)."
lucium,lucium,NOUN,7,-,Init. and I. . b.
gallicis,gallex,ADJ,7,-,Def. não encontrada
citeriore,citer,ADJ,7,-,"Comp. citerior; sup. citimus; most freq. in comp.; in posit. only Cato ap. Prisc. pp.  and  P.; and Afran. ap. Prisc. p.  ib.), adj. cis."
biduo,biduus,ADJ,7,-,"bidŭus, a, um, adj.bis-dies"
postridie,postridie,NOUN,7,-,"postrīdĭē (ante-class. collat. form po-strīdŭo, Plaut. Mil. , , ),  loc. form from posterus and die"
praeterea,praeterea,ADV,7,-,"In continuation, henceforth, hereafter; thenceforth, thereafter: et quisquam numen Junonis adorat Praeterea?Verg. A. , : neque illum ... praeterea vidit,id. G. , ."
confidebat,confido,VERB,7,-,"V. n., to trust confidently in something, confide in, rely firmly upon, to believe, be assured of (as an enhancing of sperare, Cic. Att. , , ; Nep. Milt. , ; freq. and class. in prose and poetry); constr. with abl., acc. and inf., with dat., rarely with de, ut, or absol."
depopulatis,depopulo,VERB,7,-,"dēpŏpŭlo, āre, v. the follg."
legionarios,legionarius,ADJ,7,-,"Of or belonging to a legion, legionary: miles, Asin. Poll. ap. Cic. Fam. , , ; cf.: legionarii milites legionis decimae,Caes. B. G. , : cohortes,id. ib. , ; id. B. C. , ; Sall. J. : equites,Liv. , ; Veg. Mil. , ."
imponere,impono,VERB,7,-,In partic.
tumulo,tumulus,NOUN,7,2,"Neutr.: HOC TVMVLVM, Inscr. Rein. cl. , ) [tumeo; cf. also tumor and tumidus], a raised heap of earth, a mound, hill, hillock (freq. and class.; cf.: agger, moles)."
incredibili,incredibilis,ADJ,7,-,"Not worthy of belief, or that is not believed (ante-class.), Plaut. Bacch. , , ."
stipendio,stipendium,NOUN,7,2,Transf.
tumultu,tumultus,NOUN,7,-,In partic.
decertare,decerto,VERB,7,-,In the milit. sphere.
adhibitis,adhibeo,VERB,7,-,"To hold toward or to, to turn, bring, add to; with ad, in, dat. or absol."
familiae,familia,NOUN,7,1,Transf.
negotio,negotio,NOUN,7,-,Def. não encontrada
immortalium,immortalis,ADJ,7,-,"Undying, immortal (class.)."
insignibus,insignus,ADJ,7,-,Def. não encontrada
coicere,coicio,VERB,7,-,Def. não encontrada
iurando,iuro,VERB,7,-,Def. não encontrada
neminem,nemo,ADJ,7,-,"In fem.: vicinam neminem amo magis quam te,Plaut. Casin. , , ; Ter. And. , , ."
vulgi,vulgus,NOUN,7,2,"Masc., Att., Sisenn., and Varr. ap. Non. p. ,  sq.; Verg. A. , ; Phaedr. , ; Liv. , , ; , , ; Lucr. ,  et saep.) [Sanscr. várga, a group], the great mass, the multitude, the people, public (class.; cf.: plebs, turba)."
socios,socius,NOUN,7,-,"Sŏcĭus, i, m. (gen. plur. socium, Liv. , , ; , , ; v. II. B. infra; also in the poets,Verg. A. , ; Prop. , , ; Neue, Formenl. ,  sq.)."
meritos,mereo,VERB,7,-,"To deserve, merit, to be entitled to, be worthy of a thing; constr. with acc., with ut, with ne, with inf., and absol."
continuos,continuus,ADJ,7,-,"Joining, connecting with something, or hanging together, in space or time, uninterrupted, continuous."
castella,castellus,NOUN,7,-,Def. não encontrada
conloquio,conloquium,NOUN,7,-,Def. não encontrada
secundum,secundum,ADP,7,-,"After, behind: Am. Age, i ut secundum. So. Sequor, subsequor te, Plaut. Am. , , ."
ceteri,ceterus,ADJ,7,-,"Hence, the advv."
iugum,iuga,NOUN,7,-,Def. não encontrada
editus,edo,VERB,7,-,Transf.
decedere,decedo,VERB,7,-,"De possessione, jure, sententia, fide, etc. (and since the Aug. per. with abl. alone; the reading ex jure suo,Liv. , , , is very doubtful), to depart from; to give up, resign, forego; to yield, to swerve from one's possession, station, duty, right, opinion, faith, etc."
factiones,factio,NOUN,7,3,"A making, doing, preparing (very rare): tabulae, quas is instituisset, cui testamenti factio nulla est,the right of making a will,Cic. Top. , ; cf.: factionem testamenti habere,id. Fam. , : quae haec factio est?conduct, dealing, proceeding,Plaut. Rud. , , ; id. Bacch. , , ."
petierunt,petio,VERB,7,-,Def. não encontrada
mulieresque,mulier,NOUN,7,3,"A woman, a female, whether married or not."
perfectae,perfectus,ADJ,7,-,"perfectus, a, um, Part. and , from perficio."
cingebat,cingo,VERB,7,-,"To go round in a circle, to surround, encompass, environ, gird, wreathe, crown, etc. (class. in prose and poetry)."
extra,extra,ADP,7,-,"Praep. [contr. from exterā, sc. parte, from exter]."
conquirerent,conquiro,VERB,7,-,"Conquisierit,Cic. Verr. , , , § ; id. Rab. Perd. , ), quīsītum, , v. a.quaero, to seelc or search for, to procure, bring together, collect (class.; esp. freq. in the histt.)."
exercitatione,exsercitatio,NOUN,7,-,Def. não encontrada
neve,neve,SCONJ,7,-,"nē-ve or neu, , introduces a negative clause containing a purpose, command, or prohibition, esp. after ut, ne, etc."
subiectae,subicio,VERB,7,-,"Lit., to throw, lay, place, or bring under or near (cf. subdo); in all senses construed with acc. and dat., or with acc. and sub and acc.; not with sub and abl. (v. Madvig. ad Cic. Fin. , , ; cf. II. B. . infra)."
redintegrato,redintegro,VERB,7,-,"rĕd-intĕgro, āvi, ātum,"
circumvenire,circumvenio,VERB,7,-,"To come around something; hence (the coming being considered as accomplished; cf. advenio and adventus, II.)."
reliquisque,reliqui,DET,7,-,Def. não encontrada
claudebant,claudo,VERB,7,-,"To shut something that is open, to close, shut up (opp. aperire; freq. in prose and poetry)."
nudata,nudo,VERB,7,-,"To make naked or bare; to strip, bare, lay bare, expose to view, uncover (syn.: exuo, detego, revelo)."
emissis,emitto,VERB,7,-,"To send out, send forth, to let out, let go (freq. and class.)."
intulisse,intulo,VERB,7,-,Def. não encontrada
placuit,placeo,VERB,7,-,"Part. fut. pass.: dos placenda,Plaut. Trin. , , ; v. I. A. fin.) [cf. placo], to please, to be pleasing or agreeable, to be welcome, acceptable, to satisfy (class.)."
curaret,curo,VERB,7,-,In gen.
aestate,aesta,NOUN,7,-,Def. não encontrada
incidit,incido,VERB,7,-,"Fut. part. act. incasurus, Plin. , , , § ; perf. scanned incĭdĕrunt, Lucr. , ),  in-cado, to fall into or upon a thing, to fall, light upon (freq. and class.)."
deterrere,deterro,VERB,7,-,Def. não encontrada
quanto,quanto,ADV,7,-,Fin. B.
consuesse,consuesco,VERB,7,-,"Tempp. perff. the sync. forms prevail: consuesti, consuestis, consuerunt; consueram, etc.; consuero, etc.; consuerim, etc.; consuessem, etc.; consuesse. Thus also consuēmus = consuevimus,Prop. , , ), v. a. and n."
cupientibus,cupio,VERB,7,-,In gen.
provisa,provido,VERB,7,-,Def. não encontrada
diviciaco,diviciacus,ADJ,7,-,Def. não encontrada
celeriterque,celeriterque,ADV,7,-,Def. não encontrada
propinquitatem,propinquitas,NOUN,7,3,"Nearness, vicinity, proximity, propinquity (class.)."
praefecit,praefacio,VERB,7,-,Def. não encontrada
comportari,comporto,VERB,7,-,"com-porto (conp-), āvi, ātum,"
remotis,remoueo,VERB,7,-,Def. não encontrada
gloria,gloria,NOUN,7,1,"Glory, fame, renown, praise, honor (syn.: laus, laudatio, gloriatio, elogium, etc.)."
repentino,repentinus,NOUN,7,-,"rĕpentīnus, a, um, repens"
conventus,conventus,NOUN,7,-,"conventus, a, um, Part. of convenio."
frumentandi,frumento,VERB,6,-,Def. não encontrada
audacius,audacius,NOUN,6,-,Def. não encontrada
conspicati,conspico,VERB,6,-,Def. não encontrada
cernere,cerno,VERB,6,-,"To separate, sift (rare): per cribrum, Cato. R. R. , : farinam cribro,Plin. , , , § ; cf. id. , , , § ; Pall. Jun. ; Veg. , , : in cribris omnia cerne cavis,Ov. Med. Fac. ; cf.: per densa foramina,id. ib. : cineris bene creti,well sifted,Pall. Nov. .—Far more freq."
vestigio,vestigium,NOUN,6,2,"A footstep, step; footprint, foot-track, track."
defessi,defitto,VERB,6,-,Def. não encontrada
scutum,scutus,NOUN,6,-,Def. não encontrada
admiratus,admiror,VERB,6,-,"To wonder at, to be astonished at, to regard with admiration, to admire, to be in a state of mind in which something pleases us by its extraordinary greatness, its sublimity, or perfection; while mirari signifies to be surprised at, to have the feeling of the new, singular, unusual."
trans,trans,ADP,6,-,"Across, over, beyond, on the farther side of."
diu,diu,ADV,6,-,"In Mela repeatedly of place, a long way: Italia ... inter superum mare et inferum excurrit diu solida,Mel. , , ; so id. , , ; id. , , . Cf. Hand Turs. II. pp. -."
vicem,vices,NOUN,6,-,"vĭces, v. vicis."
graviter,graviter,ADV,6,-,"grăvĭter, , v. gravis"
vercingetorigem,vercingetor,NOUN,6,-,Def. não encontrada
saxis,sax,NOUN,6,-,Def. não encontrada
divisum,divo,VERB,6,-,Def. não encontrada
drappes,drappus,NOUN,6,-,Def. não encontrada
dimicatione,dimicatio,NOUN,6,3,"A fight, combat, furious encounter (cf.: pugna, proelium,  certamen, contentio, acies; freq. and good prose)."
caninius,caninius,NOUN,6,-,The name of a plebeian gens at Rome.
navigationem,navigatio,NOUN,6,3,id.
devicta,devicio,VERB,6,-,Def. não encontrada
explent,expleo,VERB,6,-,"Init.; inf. praes. explerier, Lucr. , .— Contracted form expleris,Cic. de Or. , , ; Verg. A. , . explessent, Liv. , , ; , , ; inf. explesse, Verg. A. ,  al.), v. a. PLEO, whence plenus, compleo, suppleo."
vestro,vester,DET,6,-,"vester (vost-), tra, trum"
coniectis,coniectuo,VERB,6,-,Def. não encontrada
ignorans,ignoro,VERB,6,-,"ignōro, āvi, ātum,  (old form of"
creari,creo,VERB,6,-,"To bring forth, produce, make, create, beget (very freq. in every period and species of composition)."
consectati,consecto,VERB,6,-,"consecto, āre, v. consector"
incendiis,incendia,NOUN,6,-,Def. não encontrada
seque,seque,SCONJ,6,-,Def. não encontrada
triduo,triduus,NOUN,6,-,Def. não encontrada
angustias,angustia,NOUN,6,-,Def. não encontrada
proxime,proxime,ADV,6,-,"proxĭmē (proxŭmē), , v. propior, II."
mediocri,medioxr,ADJ,6,-,Def. não encontrada
eiecerunt,eio,VERB,6,-,Def. não encontrada
restitutum,restituo,VERB,6,-,"To put or set up again, i. e. either to replace in its former position, or (more freq.) to restore to its former condition, to rebuild, revive, etc. (freq. and class.; syn.: restauro, renovo, reficio)."
matres,mater,NOUN,6,3,"A mother (dat. sing. matre, Corp. Inscr. Lat. ; dat. plur. matris, Inscr. Grut. : matrabus,Inscr. Orell. )."
admisso,admitto,VERB,6,-,"ad-mitto, mīsi, missum, ,  (admĭsse"
urbe,urbs,NOUN,6,3,"A walled town, a city."
biturigibus,bituris,NOUN,6,-,Def. não encontrada
vitare,vito,VERB,6,-,"To shun, seek to escape, avoid, evade (class.; syn.: fugio, effugio)."
querebantur,quero,VERB,6,-,Def. não encontrada
gallico,gallicus,ADJ,6,-,"Of or belonging to the Gauls; v. . Galli, II. B."
deminuta,deminuo,VERB,6,-,"V. a., to lessen by taking from, i. e. to make smaller, to lessen, diminish (cf. diminuo, to break up into small parts—freq. and class.)."
commemoravi,commemoror,VERB,6,-,Def. não encontrada
lutetiam,lutetia,NOUN,6,1,"A city in Gallia Lugdunensis, now Paris, Caes. B. G. , ; Amm. , ,  al.; called also Lutetia Parisiorum,Caes. B. G. , ."
interiit,intereo,VERB,6,-,"Perf. -īvi, App. M. , ; sync. -issent, Cic. Div. , ,  al.), , —Prop., to go among several things, so as no longer to be perceived (class.)."
at,at,VERB,6,-,"In adding a diff., but not entirely opp. thought, a qualification, restriction, etc., moreover, but, yet; sometimes an emphasized (but never merely copulative) and."
iureiurando,iureiuro,VERB,6,-,Def. não encontrada
cassivellauni,cassivello,VERB,6,-,Def. não encontrada
pecoris,peius,NOUN,6,-,Def. não encontrada
captivorum,captivus,NOUN,6,-,Of living beings.
adeo,adeo,ADV,6,-,"A. (acc. to Paul. ex Fest. should be accented a/deo; v. Fest. s. v. adeo, p.  Müll.; cf. the foll. word), to go to or approach a person or thing (syn.: accedo, aggredior, advenio, appeto)."
ambiorigis,ambuorigus,NOUN,6,-,Def. não encontrada
parent,pareo,VERB,6,-,"To come forth, appear, be visible, show one's self; to be present or at hand."
incursionis,incursio,NOUN,6,3,"A running against, onset, assault, attack (class.)."
subductis,subduco,VERB,6,-,"Perf. sync. subduxti, Ter. Eun. , , ; inf. subduxe, Poët. ap. Varr. R. R. , , ), v. a., to draw from under or from below."
oculis,oculus,NOUN,6,2,An eye.
barbaris,barbarus,NOUN,6,-,"Gen. plur. m. barbarum, Tac. A. , ; , ), adj., = βάρβαρος [cf. barrio; balo, balbus; blatio]."
iugo,iugo,NOUN,6,-,Def. não encontrada
liberaret,libero,VERB,6,-,"Fut. perf. liberasso, Plaut. Most. , , ),  . liber, to make or set free, to free, liberate (syn. vindico)."
expugnari,expugno,VERB,6,-,"Inf. fut. expugnassere, Plaut. Am. , , ), v. a., to take by assault, to storm, capture, reduce, subdue (freq. and class.; syn.: obsideo, oppugno, capio)."
bibracte,bibracte,ADV,6,3,"The chief town of the Aedui, later Augustodunum, now Autun en Bourgogne, Dép. de Saōne et Loire, Caes. B. G. , ; , ; , ; , ; , ; cf. Tac. A. , .—As a goddess: DEAE BIBRACTI, etc.,Inscr. Orell. ."
veteribus,veterus,ADJ,6,-,Def. não encontrada
solvit,soleo,VERB,6,-,"Pres. solinunt, for solent, acc. to Fest. s. v. nequinunt, p.  Müll.; perf. solui, Cato and Enn. acc. to Varr. L.L. , § : soluerint, Cael. ap. Non. , : soluerat, Sall. Fragm. ap. Prisc. p.  P.; or H. ,  Dietsch; no fut., v. Neue, Formenl. , ; ), v. n. cf. suesco."
quare,quare,ADV,6,-,"Interrog., by what means? how?Ter. Eun. , , ."
temeritate,temeritas,NOUN,6,-,F [temere].
elicere,elico,VERB,6,-,Def. não encontrada
familiarem,familiaris,ADJ,6,-,"Abl. sing. regularly familiari; familiare, Varr. and P. Rutil. ap. Charis. p.  P.), adj. familia."
certe,certe,ADV,6,-,"certē, adv., v. certus, adv. B."
movisse,movio,VERB,6,-,Def. não encontrada
nuntio,nuntio,NOUN,6,-,"To announce, declare, report, relate, narrate, make known, inform, give intelligence of, etc. (cf.: narro, indico, trado, scribo, dico, certiorem facio, etc.)."
ciceronem,cicero,PROPN,6,-,A Roman cognomen in the gens Tullia.
essedis,essedium,NOUN,6,-,Def. não encontrada
praeceptum,praeceptum,NOUN,6,2,v. praecipio
confligendum,confligo,VERB,6,-,"Act. (rare), to strike one thing against or on another, to strike, bring, or join together, to unite."
commodis,commodus,NOUN,6,-,That has a due or proper measure; hence
pabuli,pabulus,NOUN,6,-,Def. não encontrada
fronte,frons,NOUN,6,3,"A leafy branch, green bough, foliage."
principum,princeps,ADJ,6,-,"As subst.: princeps, cĭpis, m., the first man, first person: princeps senatŭs,the first senator on the censor's list, the first member of the Senate,Liv. , ."
murus,murus,NOUN,6,2,"Moirus,Inscr. Orell. ), , m.from root mū-; cf.: moenia, munis, a wall; esp. a city wall; mostly in plur. (class.; cf.: moenia, paries, maceria)."
plena,plenus,ADJ,6,-,"Full, filled with any thing (class.; cf.: refertus, oppletus)."
castellis,castellum,NOUN,6,2,"In mechanics, a structure in which the water of an aqueduct is collected, to be distributed by pipes or channels in different directions, a reservoir, Vitr. , ; Plin. , , , § ; Front. Aquaed. ; Dig. , , ; , , ; Inscr. Orell.  al."
agminis,agminus,NOUN,6,-,Def. não encontrada
praeberent,praebeo,VERB,6,-,"Inf. praeberier, Plaut. Poen. , , ; id. Am. , , ), , v. a. contr. from praehibeo, q. v. from prae-habeo, to hold forth, reach out, proffer, offer (class., esp. in the trop. signif.; syn.: ministro, suppedito, suggero)."
necaretur,neco,VERB,6,-,"Trop.: quid te coërces et necas rectam indolem,i. e. thwart, check,Sen. Hippol. .—So to worry or bore to death with talking, Plaut. Bacch. , ,  (cf.: occidis saepe rogando,Hor. Epod. , )."
persuasum,persua,VERB,6,-,Def. não encontrada
adpropinquare,adpropinquo,VERB,6,-,Def. não encontrada
expugnatis,exspugno,VERB,6,-,Def. não encontrada
galba,galba,NOUN,6,1,"A small worm, the ash-borer, or the larva of the ash-spinner, Bombyx aesculi, Linn. acc. to Suet. Galb. ."
dispersos,dispergo,VERB,6,-,"V. a., to scatter on all sides, to scatter about, disperse (freq. and class., esp. in the part. perf.)."
missos,missus,ADJ,6,-,"missus, a, um, Part., from mitto."
praefecerat,praefeco,VERB,6,-,Def. não encontrada
terga,terga,NOUN,6,-,Def. não encontrada
exaudito,exaudio,VERB,6,-,Less freq. in the signif. of audio.
supportari,supporto,VERB,6,-,"sup-porto (subp-), āvi, ātum,"
efferri,effero,VERB,6,-,"To bring or carry out, to bring forth (very freq. and class.)."
nerviorum,nervium,NOUN,6,-,Def. não encontrada
suosque,suosques,ADJ,6,-,Def. não encontrada
adaequarent,adaequo,VERB,6,-,"To make equal to, to equalize, to level with; hence"
esse,esse,NOUN,6,-,Def. não encontrada
atrebatem,atrebatus,NOUN,6,-,Def. não encontrada
nerviis,nervius,ADJ,6,-,"Nervĭus, a, um, v. Nerva, II."
mora,mora,NOUN,6,1,A delay.
hostis,hostis,NOUN,6,3,"An enemy in arms or of one's country (opp. inimicus, a private enemy, or one who is inimically disposed)."
forte,forte,ADV,6,-,"fortē, , v. fors, II. B."
itinerum,itinus,ADJ,6,-,Def. não encontrada
armaturae,armatura,NOUN,6,-,"Armor, equipment."
radicibus,radix,NOUN,6,3,"Gen. plur. radicium, Cassiod. H. E. , ; Jul. Val. Itin. Alex.  ()), f. Gr. ῥίζα, a root; ῥάδιξ, a shoot or twig; cf. ramus, a root of a plant (cf. stirps)."
libenter,libenter,ADV,6,-,"lĭbenter (lŭb-), , v. libet"
iura,iura,NOUN,6,-,Def. não encontrada
missa,mitto,ADJ,6,-,"Inf. pass. mittier, Plaut. Capt. , , ),  etym. dub.; cf. Sanscr. math-, to set in motion, to cause to go, let go, send, to send off, despatch, etc."
negotii,negotium,NOUN,6,2,"A business, employment, occupation, affair (cf. munus)."
colligendi,colligo,VERB,6,-,"V.a. [. lego, ĕre], to gather or collect together into a whole or to a point, to assemble, draw or bring together, collect (class. and very freq.)"
sagittarios,sagittarius,ADJ,6,-,"Of or belonging to an arrow, arrow-: calamus,good for making arrows,Plin. , , , § : certamen,with arrows,Dict. Cret. , ."
exanimato,exanimo,VERB,6,-,To deprive of air or wind.
paulisper,paulisper,ADJ,6,-,"With dum or donec, Plaut. Am. , , ; id. Rud. , , : Milo paulisper, dum se uxor, ut fit, comparat, commoratus est,Cic. Mil. , : sedit tacitus paulisper, donec nuntiatum est, etc.,Liv. ,  fin."
clientes,clieo,VERB,6,-,Def. não encontrada
antiquitus,antiquitus,ADV,6,-,"antīquĭtŭs, , v. antiquus"
proficisceretur,proficisco,VERB,6,-,"prŏfĭcisco, ĕre, v. proficiscor"
atrebates,atreba,NOUN,6,-,Def. não encontrada
contrahere,contraho,VERB,6,-,"V. a., to draw or bring several objects together, to collect, assemble (freq. and class.)."
testimonio,testimonium,NOUN,6,2,testor
detractis,detraho,VERB,6,-,"Inf. perf. sync. detraxe, Plaut. Trin. , , ), v. a., to draw or take off, draw away, draw or take down; to pull down; to take away, remove, withdraw (class. and very freq.)."
defensoribus,defensor,NOUN,6,3,"One who fends, wards, averts, or keeps off: necis,Cic. Mil. , : periculi,id. Mur. ."
conloquium,conloqui,NOUN,6,-,Def. não encontrada
inutiles,inutilis,ADJ,5,-,"Useless, unserviceable, unprofitable; constr. absol., with ad, or with dat. (class.)."
descenderet,descendo,VERB,5,-,"Perf. redupl.: descendidit, Valer. Antias ap. Gell. ,  fin.; and, descendiderant, Laber. ib.; perf.: desciderunt, Inscr. Frat. Arv.  Henzen.), v. n., to come down; and of inanimate subjects, to fall, sink down, to descend, opp. to ascendo (class. and freq.)."
ituros,iturus,ADJ,5,-,Def. não encontrada
adgressi,adgredior,VERB,5,-,Def. não encontrada
improviso,improvisus,NOUN,5,-,"imprōvīsus (inpr-), a, um, adj. . in-provisus"
celerius,melero,ADV,5,-,Def. não encontrada
fortiter,fortiter,ADV,5,-,"fortĭter, , v. fortis"
pristinae,pristinas,ADJ,5,-,Def. não encontrada
peditatusque,peditasque,NOUN,5,-,Def. não encontrada
consederant,consedero,VERB,5,-,Def. não encontrada
conduxit,conduco,VERB,5,-,"Act., to draw, bring, or lead together, to assemble, collect (class. in prose and poetry)."
belgis,belgus,NOUN,5,-,Def. não encontrada
pedestribus,pedesterus,ADJ,5,-,Def. não encontrada
dubium,dubius,ADJ,5,-,"Moving in two directions alternately, vibrating to and fro, fluctuating (cf. ambiguus, anceps, incertus, perplexus, duplex)."
religionibus,religio,NOUN,5,3,Transf.
rutenos,rutenus,NOUN,5,-,Def. não encontrada
infecta,inficio,VERB,5,-,To put or dip into any thing; hence
introrsus,introrsus,NOUN,5,-,Def. não encontrada
consolatus,consolo,VERB,5,-,"To cheer, comfort, console."
belgio,belgius,NOUN,5,-,Def. não encontrada
legionibusque,legeonibibus,NOUN,5,-,Def. não encontrada
refugerunt,refugio,VERB,5,-,A. (freq. and class.).
interiores,interior,ADJ,5,-,"Gen. ōris [comp. from inter, whence also sup. intimus], inner, interior; nearer (class.)."
tegebantur,tego,VERB,5,-,To cover (syn. operio).
conciliaturum,concilio,VERB,5,-,"To bring together several objects into one whole, to unite, connect (class. in prose and poetry, not in Hor.)."
flentes,fleo,VERB,5,-,"Flēmus,Prop. , , ; cf. Lachm. ad Lucr. p. : flērunt,Verg. G. , ; Stat. S. , , : flēsset,id. ib. : flēsse,Ov. M. , ; Liv. , , ), v. n. and a. [for flev-o, root φλυ-; Gr. φλύω, to bubble up, etc.; L. fluo, fluvius, etc.; cf. Georg Curtius Gr. Etym. p.  sq.]."
omnesque,omnisqui,DET,5,-,Def. não encontrada
arbores,arbor,NOUN,5,3,"Arbor, in both places); Verg. E. , ; id. G. , ; , ; id. A. , ; ,  Rib. al.: acc. arbosem, Paul. ex Fest. p.  Müll.), , f. (m., INTER DVOS ARBORES, Inscr. Lyon, I. ) [v. arduus]."
longinqua,longinquus,ADJ,5,-,"Long, extensive."
revocandi,revoco,VERB,5,-,"To call back, recall (class. and freq., esp. in the trop. sense)."
adiuvabat,adiuvo,VERB,5,-,Def. não encontrada
admodum,admodus,ADJ,5,-,Def. não encontrada
nitebantur,nitor,VERB,5,-,"Inf. nitier, Lucr. , ; old form of the part. perf.: gnitus et gnixus a genibus prisci dixerunt, Paul. ex Fest. p.  Müll.), , v. dep. n. [from gnitor; root gnic- or gnig-; cf.: nico, conivere], to bear or rest upon something."
procurrerunt,procurro,VERB,5,-,"To run forth, rush forwards."
subvenit,subvenio,VERB,5,-,"In gen., to come up, come (very rare)."
vivis,vivus,NOUN,5,-,"Sup. vivissimus, cited without example by Fest. p.  Müll.), adj. vivo, alive, living, that has life."
titurio,titurium,NOUN,5,-,Def. não encontrada
satisfacere,satisfacio,VERB,5,-,"sătisfăcĭo, v. satis, II. D."
belgas,belgas,NOUN,5,-,Def. não encontrada
cadurcum,cadurcus,NOUN,5,-,Def. não encontrada
cadunt,cado,VERB,5,-,"Part. pres. gen. plur. cadentūm, Verg. A. , ; , ), v. n. cf. Sanscr. çad-, to fall away."
gravius,gravius,ADJ,5,-,Def. não encontrada
helvios,helvium,NOUN,5,-,Def. não encontrada
coniurare,coniuro,VERB,5,-,Def. não encontrada
novissimo,novissimus,ADJ,5,-,"nŏvissĭmus, , v. novus, II."
adversus,advisceo,VERB,5,-,Def. não encontrada
praesentia,praesentia,NOUN,5,1,"Impression, efficacy, effect: tanta est praesentia veri,Ov. M. , ."
suppeteret,suppeto,VERB,5,-,"To go or come to one, i. e."
fiducia,fiducia,NOUN,5,1,"Trust, confidence, reliance, assurance (class.)."
propugnandi,propugno,VERB,5,-,"To rush out to fight, go forth to fight, to make sallies or sorties: ipsi ex silvis rari propugnabant,Caes. B. G. , ; cf. id. ib. . ; id. B. C. , ."
nuntii,nuntius,ADJ,5,-,Usually as subst.
instare,insto,VERB,5,-,"Instaturos,Front. Strat. , ,  al.), , v. n., to stand in or upon a thing (class.)."
eporedorix,eporedorix,NOUN,5,3,"A noble Aeduan, who served in Caesar's army, Caes. B. G. ,  sq.; ,  sq.; , ."
fastigio,fastigium,NOUN,5,2,"The top of a gable, a gable end, pediment (syn.: cacumen, culmen, vertex, apex)."
bellovacis,bellovaxus,ADJ,5,-,Def. não encontrada
correo,correus,ADJ,5,2,"A partaker in guilt, a joint criminal, Dig. , , , § ."
prosequi,prosequor,VERB,5,-,"V. dep. a., to follow (in a friendly or hostile manner), to accompany, attend; to follow after, pursue (class.; cf.: comitor, stipo)."
latrocinio,latrocinium,NOUN,5,2,"Military service for pay: apud regem in latrocinio fuisti, Plaut. ap. Non. , ."
versus,versus,NOUN,5,-,"versus (vors-), a, um, Part. of verto."
adhortatus,adhorto,VERB,5,-,Def. não encontrada
considunt,considuo,VERB,5,-,Def. não encontrada
