Token,Lema,POS,Freq,Declinação,Definição
quieta,quiesco,VERB,1,-,"A. [quies], to rest, repose, keep quiet."
clodii,clodius,NOUN,1,-,"Clōdĭus, v. Claudius."
iuniores,iunior,ADJ,1,-,Def. não encontrada
adfingunt,adfingo,VERB,1,-,Def. não encontrada
acconis,acconus,ADJ,1,-,Def. não encontrada
recidere,recido,VERB,1,-,"(With the idea of cadere predominating.) To fall somewhere, to light upon, happen, occur, = redigi; constr. with ad, in, or an adv. of direction."
deposcunt,deposceo,VERB,1,-,Def. não encontrada
agitatis,agitas,NOUN,1,-,Def. não encontrada
caerimonia,caerimonium,NOUN,1,-,Def. não encontrada
cotuato,cotuatus,ADJ,1,-,Def. não encontrada
conconnetodumno,conconnetodum,ADJ,1,-,Def. não encontrada
civesque,icem,DET,1,-,Def. não encontrada
fufium,fufium,NOUN,1,-,Def. não encontrada
citam,cita,NOUN,1,-,Def. não encontrada
ubicumque,ubicumque,SCONJ,1,-,"In tmesi: istius hominis ubi fit quomque mentio,Plaut. Bacch. , , ), , wherever, wheresoever."
celtilli,celtillus,NOUN,1,-,Def. não encontrada
gobannitione,gobannitio,NOUN,1,-,Def. não encontrada
patruo,patruus,NOUN,1,2,"A father's brother, paternal uncle (opp. avunculus, a mother's brother, maternal uncle); cf. Dig. , , ."
pictones,picto,NOUN,1,-,Def. não encontrada
turonos,turonus,ADJ,1,-,Def. não encontrada
reliquosque,reliquosqui,NOUN,1,-,Def. não encontrada
severitatem,severitas,NOUN,1,3,"Transf.: etiam corruptissimo in genere magis tamen juvat quaedam ipsius viti severitas,rudeness, crudeness,Plin. , , , § ."
delicto,delinquo,VERB,1,-,"Perf. delinquerunt, Liv. ,  codd.),  and a., to fail, be wanting."
leviore,levis,ADJ,1,-,"Light in weight, not heavy (opp. gravis)."
desectis,desemscio,VERB,1,-,Def. não encontrada
effossis,efforsum,VERB,1,-,Def. não encontrada
documento,documentum,NOUN,1,2,"And dŏcĭmen,Ter. Maur. p.  P.), n. doceo: documenta quae exempla docendi causa dicuntur,Varr. L. L. , §  Müll., a lesson, example (either for instruction or warning); a pattern, warning; a proof, instance, specimen, etc. (class.)."
eane,eanio,VERB,1,-,Def. não encontrada
nitiobriges,nitiobris,NOUN,1,-,Def. não encontrada
antevertendum,anteverto,VERB,1,-,"Dep antevortar, Plaut. Bacch. , , ), to place one's self before, to go or come before, to precede."
provincialibus,provincialis,ADJ,1,-,"prōvincĭālis, e, adj.provincia"
volcis,volxa,NOUN,1,-,Def. não encontrada
arecomicis,arecomicus,ADJ,1,-,Def. não encontrada
tolosatibus,tolo,VERB,1,-,Def. não encontrada
discludit,discludo,VERB,1,-,"To shut up separately, to keep separate; orig. belonging to household lang.: dispares disclusos habere pisces,Varr. R. R. , , ."
durissimo,duriss,ADJ,1,-,Def. não encontrada
discussa,discudo,VERB,1,-,Def. não encontrada
sudore,sudor,NOUN,1,3,[sudo).
semitae,semita,NOUN,1,1,"A narrow way, a path, foot - path, lane, by - way, etc. (opp. via, a highway; cf.: callis, trames): quā ibant, ab itu iter appellarunt; quā id anguste, semita ut semiter, dictum,Varr. L. L. , §  Müll."
patuerant,patuero,VERB,1,-,Def. não encontrada
pervagentur,pervago,VERB,1,-,Def. não encontrada
viennam,viennus,ADJ,1,-,Def. não encontrada
gorgobinam,gorgobina,NOUN,1,1,"A city on the borders of Aquitania, settled by the Boii, perhaps the modern Charlieu, on the Loire, Caes. B. G. , , ."
helvetico,helveticus,ADJ,1,-,Def. não encontrada
subvectionibus,subvectio,NOUN,1,3,"A carrying, transporting, conveying, conveyance: frumenti,Liv. , ; Tac. A. ,  fin.— Plur.: durae subvectiones,Caes. B. G. , : marinae,Vitr. , , ."
perpeti,perpetio,VERB,1,-,Def. não encontrada
vellaunodunum,vellaunodus,NOUN,1,-,Def. não encontrada
expeditiore,expeditiore,ADV,1,-,Def. não encontrada
sescentos,sescio,VERB,1,-,Def. não encontrada
cenabenses,cenabens,ADJ,1,-,Def. não encontrada
suaeque,suaequi,ADJ,1,-,Def. não encontrada
iumentaque,iumentaqus,ADJ,1,-,Def. não encontrada
cccc,cccc,ADJ,1,-,Def. não encontrada
profligatis,profligo,VERB,1,-,"To strike or dash to the ground, to cast down utterly, overthrow, overcome, conquer (class.; syn.: sterno, prosterno)."
gestum,gesito,VERB,1,-,Def. não encontrada
secari,seco,VERB,1,-,"Part. fut. secaturus, Col. , , ), ,  root sak-, to cut; whence securis, sĕcula, serra (secra), segmen, sexus, saxum, etc.; cf. sīca, and Gr. κείω, κεάζω, σχίζω, to cut, cut off, cut up (class.; syn.: caedo, scindo)."
ipsosne,ipso,DET,1,-,Def. não encontrada
detractandam,detracto,VERB,1,-,"dētracto, āre, v. detrecto."
receptacula,receptaculum,NOUN,1,2,"A reservoir, magazine, receptacle."
acerba,acerbus,ADJ,1,-,"Harsh to the taste, of every object which has an astringent effect upon the tongue (opp. suavis, Lucr. ,  sq.)."
coniuges,coniux,NOUN,1,-,Def. não encontrada
solati,solo,VERB,1,-,"To make lonely or desolate; to lay waste, desolate (only a few times in the post-Aug. poets): urbes populis,Stat. Th. , : domos,id. ib. , ; Sen. Oedip. ."
pulcherrimam,pulchiriius,ADJ,1,-,Def. não encontrada
perangustum,perangustus,ADJ,1,-,"Very narrow (good prose): fretum,Cic. Verr. , , , § : aditus,Caes. B. G. , ; Curt. , , : via,Liv. , : semita,Curt. , , : termini Macedoniae,Just. , , .—Adv.: pĕrangustē, very narrowly, Cic. de Or. , , ."
venia,venia,NOUN,1,1,"Complaisance, indulgence, kindness, obliging disposition or conduct, mercy, grace, favor (class.; cf. indulgentia), most usual in the phrase veniam dare, to grant a favor, be favorable, to comply, consent."
dissuadente,dissuadeo,VERB,1,-,"To advise against, dissuade, oppose by argument, resist a proposition."
dispersosque,disperso,VERB,1,-,Def. não encontrada
adfecto,adfecto,VERB,1,-,Def. não encontrada
tenuitate,tenuitas,NOUN,1,-,"Thinness, slenderness, fineness, smallness, tenuity (class.)."
indiligentia,indiligentia,NOUN,1,1,"Carelessness, heedlessness, negligence (class.), Plaut. Pers. , , : litterarum missarum,  Cic. Q. Fr. , , , § : Aeduorum,Caes. B. G. , : neglecta indiligentiā praedia,Plin. , , , § : veri,i. e. neglect of examining into the truth,Tac. H. , ."
adacto,adaciscor,VERB,1,-,Def. não encontrada
vox,vox,NOUN,1,3,"A voice, sound, tone, cry, call."
maiestate,maiestas,NOUN,1,-,Def. não encontrada
acerbius,acerbe,ADV,1,-,"ăcerbe, , v. acerbus"
ignominiam,ignominium,NOUN,1,-,Def. não encontrada
acerbitates,acerbitas,NOUN,1,3,"Sharpness, sourness, harshness, the harsh taste of fruits."
parentarent,parento,VERB,1,-,"To offer a solemn sacrifice in honor of deceased parents or relatives (cf.: lito, sacrifico)."
artiores,artus,ADJ,1,-,Fitted; hence
saltus,saltus,NOUN,1,-,"Trop.: ab egestate infimā ad saltum sublati divitiarum ingentium,Amm. , , ."
haesitantes,haesito,VERB,1,-,"V. freq. n. [haereo], to stick fast, remain fixed in a place."
indignantes,indigno,VERB,1,-,Def. não encontrada
exposcentes,exposceo,VERB,1,-,Def. não encontrada
virorum,virum,NOUN,1,-,Def. não encontrada
condemnari,condemno,VERB,1,-,"To sentence, condemn, convict (in good prose; rare in the poets)."
cariorem,cardus,ADJ,1,-,Def. não encontrada
fortuito,fortuitus,ADJ,1,-,"fortŭītus (i long, Hor. C. , , ; Phaedr. , , ; Aus. Sept. Sap. de Solon. ; short, Petr. Poët. Sat. ; Juv. , ; Manil. , ), a, um, adj. forte; analog. with gratuitus"
malle,mallo,VERB,1,3,"The stem of onions (post-class.): mallonem caeparum, id est calamos siccos, unde fasces dependent,Veg. Vet. , ; , ."
concessu,concessus,NOUN,1,-,"concessus, a, um, Part., from concedo."
palustri,paluster,ADJ,1,-,"Masc. palustris, Col. , , ),  . palus, fenny, marshy, swampy."
mollitiem,mollities,NOUN,1,-,Def. não encontrada
intervenerint,intervo,VERB,1,-,Def. não encontrada
sincere,sinco,VERB,1,-,Def. não encontrada
vinculisque,vinculisqui,NOUN,1,-,Def. não encontrada
excruciaverat,excrucia,VERB,1,-,Def. não encontrada
interrogati,interrogo,VERB,1,-,"To ask, question, inquire, interrogate (syn.: percontor, sciscitor; class.)."
sufficere,sufficio,VERB,1,-,To put under or among.
profecissent,profecio,VERB,1,-,Def. não encontrada
conclamat,conclo,VERB,1,-,Def. não encontrada
concrepat,concrepo,VERB,1,-,"Act., to cause to sound or rattle, to strike upon (rare): aera,Ov. F. , : hastis scuta,Petr. , : digitos,id. , : Tartessiaca aera manu,Mart. , , ."
approbant,approbo,VERB,1,-,"ap-prŏbo (adp-, Fleck., Bait., Halm, Weissenb.; app-, Kayser), āvi, ātum,"
sollertiae,sollertia,NOUN,1,1,"(), ,  sollers"
laqueis,laqueus,NOUN,1,2,"A noose, snare (class.; cf. tendicula)."
destinaverant,destinavo,VERB,1,-,Def. não encontrada
ferrariae,ferrarius,ADJ,1,-,Belonging to or occupied with iron.
cuniculorum,cuniculum,NOUN,1,-,Def. não encontrada
usitatum,usitas,NOUN,1,-,Def. não encontrada
coriis,coria,NOUN,1,1,"A name of the fourth Minerva, among the Arcadians, Cic. N. D. , , ."
intexerant,intexero,VERB,1,-,Def. não encontrada
praeusta,praeustum,NOUN,1,-,Def. não encontrada
moenibusque,moenibusqui,NOUN,1,-,Def. não encontrada
derectae,derecino,VERB,1,-,Def. não encontrada
effarciuntur,effarcio,VERB,1,-,"ef-farcĭo and -fercio (ec-f-), no"
coagmentatis,coagmentatus,ADJ,1,-,Def. não encontrada
intervallum,intervollus,ADJ,1,-,Def. não encontrada
deforme,deformis,ADJ,1,-,"Abl. plur.: deformīs dentibus, Apul. Met. , p. , ),  forma; cf. . deformo."
lineis,linea,NOUN,1,1,"A linen thread, a string, line."
quadragenos,quadragenus,ADJ,1,-,Def. não encontrada
distrahi,distraho,VERB,1,-,"To pull asunder, tear in pieces, to separate forcibly, divide (freq. and class.)."
cccxxx,cccxxx,ADJ,1,-,Def. não encontrada
fumare,fumor,VERB,1,-,Def. não encontrada
faces,facius,NOUN,1,-,Def. não encontrada
aridam,arida,NOUN,1,-,Def. não encontrada
iaciebant,iacio,VERB,1,-,Def. não encontrada
fundebant,fundo,VERB,1,-,"To pour, pour out, shed."
curreretur,curro,VERB,1,-,"To run, to move quickly (on foot, on a horse, ship, etc.), to hasten, fly (very freq. in every period and species of composition)."
deustos,deustos,NOUN,1,-,Def. não encontrada
pluteos,pluteus,ADJ,1,2,"The back-board, back, of a settee or couch, Suet. Calig. ; so of the couch on which guests reclined at table: somni post vina petuntur, ... puer pluteo vindice tutus erat,Mart. , , ."
inspectantibus,inspecto,VERB,1,-,"inspecto, āvi, ātum, , inspicio"
dignum,dignus,ADJ,1,-,"dignus, a, um, adj.i. e. DIC-nus; root in Sanscr. daç-as, fame; Gr. δοκέω, δόξα; Lat.: decet, decus"
glebas,gleba,NOUN,1,-,"glēba, and its derivv., v. glaeba, etc."
exanimatusque,exanimatus,ADJ,1,-,Def. não encontrada
fungebatur,fungor,VERB,1,-,"To busy one's self with or be engaged in something; to perform, execute, administer, discharge, observe, do (syn.: administro, defungor); constr. with abl., rarely with acc. or absol."
tertio,tertio,ADV,1,-,Fin. A.
propugnatoribus,propugnator,NOUN,1,3,"One who fights in defence of a place, a defender, soldier (class.)."
tercedebat,tercedo,VERB,1,-,Def. não encontrada
flentesque,flenteo,VERB,1,-,Def. não encontrada
virium,virius,ADJ,1,-,Def. não encontrada
perstare,persto,VERB,1,-,"Fut. part. perstaturus, Liv. , , ), , , to stand firmly, continue standing."
praeoccuparentur,praeoccupo,VERB,1,-,"To seize upon, to take possession of or occupy beforehand, to preoccupy."
imbre,imbres,NOUN,1,-,Def. não encontrada
suosque,suosque,ADV,1,-,Def. não encontrada
languidius,languide,ADV,1,-,"languĭdē, , v. languidus"
cuneatim,cuneatus,ADJ,1,-,"cŭnĕātus, a, um, Part. and , from cuneo."
depugnarent,depugno,VERB,1,-,"To fight eagerly, fight out; to contend, combat violently."
dccc,dcces,NOUN,1,-,Def. não encontrada
seditio,seditio,NOUN,1,3,"sed, i. e. sine (v. h. v.), and itio; thus, orig., a going aside, going apart; hence"
disparandos,disparo,VERB,1,-,"V. a., to part, separate, divide (rare but class.)."
proventus,proventus,NOUN,1,-,"A coming forth, growing up, growth, increase; produce, yield, crop (not in Cic.; syn. reditus)."
nimia,nimius,ADJ,1,-,"Beyond measure, excessive, too great, too much."
obsequentia,obsequor,VERB,1,-,"With acc. of the thing (ante- and post-class.): et id ego percupio obsequi gnato meo,in this,Plaut. As. , , : ea,Gell. , , ."
obsistere,obsisto,VERB,1,-,"V. n., to set, place, or post one's self before any thing (class.; syn.: adversor, repugno)."
idque,idqum,DET,1,-,Def. não encontrada
ingrata,ingro,VERB,1,-,Def. não encontrada
abdiderat,abditto,VERB,1,-,Def. não encontrada
praesentire,praesentio,VERB,1,-,"prae-sentĭo, sensi, sensum,  (collat. form praesentisse for praesensisse, Pac. Pan. Theod. )"
deserendum,desereor,VERB,1,-,Def. não encontrada
adfirmatione,adfirmatio,NOUN,1,-,Def. não encontrada
donis,donum,NOUN,1,2,"A gift, present."
subdola,subdolus,ADJ,1,-,"sub -dŏlus, a, um"
refugerant,refugero,VERB,1,-,Def. não encontrada
permagnus,permagnus,ADJ,1,-,"per-magnus, a, um"
olloviconis,olloviconus,NOUN,1,-,Def. não encontrada
regiam,regius,ADJ,1,-,"Of or belonging to a king, kingly, royal, regal."
antiquissima,antusuus,ADJ,1,-,Def. não encontrada
valetiacus,valetiacus,NOUN,1,-,Def. não encontrada
detrimentosum,detrimentosus,ADJ,1,-,"Hurtful, detrimental: ab hoste discedere detrimentosum esse existimabat,Caes. B. G. , ."
ornasset,orno,VERB,1,-,"Perf. ORNAVET, Column. Rostr.; v.infra), v. a. perh. root var-, cover; Sanscr. varna-, color, to fit out, furnish, provide with necessaries; to equip, to get ready, prepare (class.; syn. exorno, concinno)."
praevertendum,praeverto,VERB,1,-,"Inf. pass. paragog. praevortier, Plaut. Am. , , ), , v. dep."
magistra,magister,ADJ,1,-,"A master, chief, head, superior, director, president, leader, commander, conductor, etc.: quibus praecipua cura rerum incumbit, et qui magis quam ceteri diligentiam et sollicitudinem rebus, quibus praesunt, debent, hi magistri appellantur,Dig. , , ."
decetiam,decetia,NOUN,1,1,"A town of the Aedui in Gallia Celtica, now Decize, on the Loire, in the Départ. de la Nièvre, Caes. B. G. , , ."
vetarent,vetaro,VERB,1,-,Def. não encontrada
obliviscerentur,oblivisco,VERB,1,-,Def. não encontrada
parisiosque,parisiosqus,ADJ,1,-,Def. não encontrada
fereque,fereqis,ADJ,1,-,Def. não encontrada
necubi,necubo,VERB,1,-,Def. não encontrada
autumnum,autumnus,NOUN,1,-,Def. não encontrada
pontium,pontius,ADJ,1,2,"The name of a gens, originally Samnite, afterwards Roman. So"
iussis,iussis,NOUN,1,-,Def. não encontrada
coniecturam,coniectura,NOUN,1,-,Def. não encontrada
sublicis,sublicis,ADJ,1,-,Def. não encontrada
revocavit,revocaho,VERB,1,-,Def. não encontrada
equestrique,equestersqui,ADJ,1,-,Def. não encontrada
desperavit,desperavo,VERB,1,-,Def. não encontrada
mediocribus,mediux,ADJ,1,-,Def. não encontrada
iugi,iugi,ADP,1,-,Def. não encontrada
horribilem,horribilis,ADJ,1,-,"Terrible, fearful, dreadful, horrible (freq. and class.)."
circumcisus,circumcisus,ADJ,1,-,"circumcīsus, a, um, v. circumcido"
nimis,nimis,ADV,1,-,"Too much, overmuch, excessively, beyond measure."
adiudicatum,adiudico,VERB,1,-,Def. não encontrada
sollicitatus,sollicitatus,NOUN,1,-,Def. não encontrada
nonnullo,nonnullum,ADV,1,-,Def. não encontrada
iustissimam,iustiss,ADJ,1,-,Def. não encontrada
disceptatorem,disceptator,NOUN,1,3,discepto
fratresque,fraterqum,NOUN,1,-,Def. não encontrada
lacrimans,lacrimo,VERB,1,-,"To shed tears, to weep (syn.: fleo, ploro; class.)."
edocuerat,edocuero,VERB,1,-,Def. não encontrada
quasi,quasi,ADV,1,-,Transf.
nosmet,nosmo,VERB,1,-,Def. não encontrada
indignissime,indigne,ADV,1,-,"indignē, , v. indignus"
excruciatos,excruciatus,ADJ,1,-,"Torment, torture, = cruciatus (post-class.): duri corporis, Prud. στεφ. , ."
mendacio,mendacium,NOUN,1,2,"A lie, untruth, falsehood."
permovet,permovo,VERB,1,-,Def. não encontrada
domi,domi,CCONJ,1,-,Def. não encontrada
pugnaverant,pugnavo,VERB,1,-,Def. não encontrada
pravis,pravus,ADJ,1,-,"Crooked, not straight, distorted, misshapen, deformed (opp. rectus; class.)."
eporedorigem,eporedoriges,NOUN,1,-,Def. não encontrada
fraude,fraus,NOUN,1,3,Transf.
nefas,nefas,ADJ,1,-,"Indecl., something contrary to divine law, sinful, unlawful, execrable, abominable, criminal; an impious or wicked deed, a sin, a crime (cf.: scelus, flagitium, peccatum)."
patronos,patro,NOUN,1,-,"To bring to pass, execute, perform, achieve, accomplish, bring about, effect, finish, conclude (rarely used by Cic., by Caes. not at all; syn.: conficio, perago, perpetro)."
tribusque,tribusque,ADJ,1,-,Def. não encontrada
fabio,fabio,NOUN,1,-,Def. não encontrada
crebro,crebrum,NOUN,1,-,Def. não encontrada
sagittarum,sagitta,NOUN,1,1,"Meton., of things of a like form."
pluteosque,pluteosque,ADJ,1,-,Def. não encontrada
proclinatam,proclino,VERB,1,-,"To bend or incline forwards, to bend, incline (not in Cic.)."
plebemque,plebemquus,NOUN,1,-,Def. não encontrada
pudeat,pudeo,VERB,1,-,"pŭdĕo, ŭi, or pŭdĭtum est, ēre ("
cabillono,cabillonus,NOUN,1,-,Def. não encontrada
fatrumque,fatrusque,ADJ,1,-,Def. não encontrada
contaminati,contamino,VERB,1,-,"Orig., to bring into contact, touch."
compendio,compendio,NOUN,1,-,"To shorten, abridge: sermonem,Tert. adv. Marc. , ; , ."
mitissime,mite,ADV,1,-,"mīte, , v. mitis"
circumsisteretur,circumpo,VERB,1,-,Def. não encontrada
quemadmodum,quemadmodum,SCONJ,1,-,"In what manner, how (cf.: quomodo, quī)."
cerni,cero,VERB,1,-,"To cover, overlay, or smear with wax, to wax: dolia,Col. , , .—More freq. in part. pass.: cerata tabula,Plaut. As. , , : tabella, * Cic. Div. in Caecil. , ; cf. Dig. , : pennae, * Hor. C. , , : taedae,Ov. H. , : rates,id. ib. , ; cf. puppes,id. R. Am. ."
dorsum,dorsus,NOUN,1,-,Def. não encontrada
tumultuosius,tumultuos,ADV,1,-,Def. não encontrada
mulorumque,mulor,ADJ,1,-,Def. não encontrada
mulionesque,mulio,NOUN,1,3,"A mule-keeper, a mule-driver, muleteer; a mule-dealer, mule-hirer (mostly ante-class. and postAug.)."
cassidibus,cassum,VERB,1,-,Def. não encontrada
occultatisque,occultatis,ADJ,1,-,Def. não encontrada
proeli,proeli,ADP,1,-,Def. não encontrada
recta,rectus,ADJ,1,-,"rectus, a, um, Part. and , from rego."
anfractus,anfractus,NOUN,1,-,"anfractus (not amfr-), a, um,  qs. from anfringo"
mcc,mcc,NOUN,1,-,Def. não encontrada
molliendum,mollio,VERB,1,-,"Mollirier for molliri,Ter. Phorm. , , ), mollis, to make soft, pliant, flexible, or supple, to soften (class.)."
clivum,clivus,NOUN,1,2,"m. (plur.: , , n., Cato ap. Non. p. , ; Front. Limit. p.  Goes. dub.) [clino = κλίνω, to incline]"
conquieverat,conquio,VERB,1,-,Def. não encontrada
receptui,receptus,NOUN,1,-,"rĕceptus, a, um, Part. and , v. recipio."
cani,canis,NOUN,1,-,"Gen. plur. canum; v. Neue, Formenl. pp. ,  sq.), comm. Sanscr. cvan; Gr. κύων, κυνός; Germ. Hund; Engl. hound."
sono,sonus,NOUN,1,2,"Fig., tone, character, style: et in tragoediā comicum vitiosum est, et in comoediā turpe tragicum, et in ceteris suus est cuique certus sonus,Cic. Opt. Gen. , : unus enim sonus est totius orationis,id. Brut. , ; id. de Or. , , ."
vestem,vestis,NOUN,1,3,"The covering for the body, clothes, clothing, attire, vesture (syn. amictus; in class. prose only sing.)."
pectore,pector,NOUN,1,-,Def. não encontrada
prominentes,promineo,VERB,1,-,"To stand or jut out, be prominent, to overhang, project (not in Cic.; cf. Moser ad Cic. Rep. , , p.  ext.; syn.: exsto, emineo)."
avaricensibus,avaricens,ADJ,1,-,Def. não encontrada
manipulares,manipularis,ADJ,1,-,"mănĭpŭlāris or mănūpŭlāris (sync. mănĭplāris and mănūplāris), e,  manipulus, with"
exceptans,excepto,VERB,1,-,"To take out, to take up, catch (very rare): barbatulos nullos exceptans de piscina, * Cic. Par. , , ; so, aliquem, * Caes. B. G. ,  fin.: (equae) exceptant leves auras, catch up., i. e. snuff up, * Verg. G. , ; cf. poet.: per pectora saevas Exceptat mortes, * Sil. , ."
extulit,exsulo,VERB,1,-,A. [exsul].
suorumque,suorusque,ADJ,1,-,Def. não encontrada
capillum,capillus,NOUN,1,-,"Lit., the hair of the head, the hair (while crinis is any hair)."
praemetuens,praemetuo,VERB,1,-,"Neutr., to fear or be in fear beforehand (very rare): mens,Lucr. , : Caesar praemetuens suis, fearing for, anxious about his men, * Caes. B. G. , , ."
depulsos,depulio,VERB,1,-,Def. não encontrada
distinendae,distineuco,VERB,1,-,Def. não encontrada
exsertis,exssero,VERB,1,-,Def. não encontrada
praecipitabantur,praecipito,VERB,1,-,"To throw or cast down headlong, to precipitate (class.; syn.. deicio, deturbo, proruo)."
petronius,petronius,PROPN,1,-,"Rock-, crag-, mountain- (very rare): canes,Grat. Cyneg. ."
excidere,excido,VERB,1,-,"To fall out or down, to fall from (class.; esp. freq. in the trop. sense)."
vobiscum,es,PRON,1,-,Def. não encontrada
irrupit,irrupo,VERB,1,-,Def. não encontrada
duobusque,uobusque,DET,1,-,Def. não encontrada
viresque,viresquus,NOUN,1,-,Def. não encontrada
abite,abo,VERB,1,-,Def. não encontrada
intolerantius,intolerantite,ADV,1,-,Def. não encontrada
xiii,xiius,ADJ,1,-,Def. não encontrada
legatisque,legatisquus,ADJ,1,-,Def. não encontrada
licentiam,licentia,NOUN,1,1,"Freedom, liberty, leave to do as one pleases, license."
modestiam,modestia,NOUN,1,1,"Moderateness, moderation; esp. in one's behavior, unassuming conduct, modesty (opp. immodestia, superbia, licentia; class.)."
admaturari,admaturo,VERB,1,-,"To bring to maturity; fig., to mature, ripen: admaturari defectionem civitatis,Caes. B. G. , , ."
breviter,breviter,ADV,1,-,"brĕvĭter, , v. brevis"
extortis,extor,VERB,1,-,Def. não encontrada
deduxisset,dedeuideo,VERB,1,-,Def. não encontrada
redissent,rededso,VERB,1,-,Def. não encontrada
contulerat,confelo,VERB,1,-,Def. não encontrada
coemptum,coemitto,VERB,1,-,Def. não encontrada
bibracti,bibro,VERB,1,-,Def. não encontrada
avexerunt,avexiro,VERB,1,-,Def. não encontrada
custodiasque,custodiasquus,ADJ,1,-,Def. não encontrada
iniciendi,inicio,VERB,1,-,"Injexit for injecerit,Plaut. Pers. , , ), , in-jacio."
nivibus,nivus,NOUN,1,-,Def. não encontrada
creverat,crevo,VERB,1,-,Def. não encontrada
coactae,cofiuo,VERB,1,-,Def. não encontrada
viarumque,viaesus,NOUN,1,-,Def. não encontrada
abiuncto,abiungo,VERB,1,-,Def. não encontrada
brachia,brachia,NOUN,1,-,Def. não encontrada
refringeret,refringo,VERB,1,-,"To break up, break open (class.; syn.: perfringo, dissicio)."
repleto,repleo,VERB,1,-,"Replerat,Lucr. , ), , v. a."
difficilius,difficiliter,ADV,1,-,"Adv., with difficulty; v. difficilis fin., no. γ."
deprensis,deprensis,ADJ,1,-,Def. não encontrada
iniectis,iniego,VERB,1,-,Def. não encontrada
colloquiis,colloquium,NOUN,1,2,"Transf. to animals: alitum colloquia,Plin. , , , § ; repeated by Gell. , , ."
infideles,infidelis,ADJ,1,-,"That cannot be relied  upon, unfaithful, faithless."
adquireret,adquiro,VERB,1,-,Def. não encontrada
proelioque,proelioqus,ADJ,1,-,Def. não encontrada
instabant,instabo,VERB,1,-,Def. não encontrada
industrieque,industrieque,ADV,1,-,Def. não encontrada
tumultuari,tumultuo,VERB,1,-,"tŭmultŭo, āre, v. tumultuor"
exaudiri et,exaudiro,VERB,1,-,Def. não encontrada
ductu,ductus,NOUN,1,-,"ductus, a, um, Part., from duco."
incerto,incertus,NOUN,1,-,"Gen. plur. incertūm, Pac. ap. Non. , ), adj. . incertus; hence, acc. to certus."
signaque,signaqus,NOUN,1,-,Def. não encontrada
cessit,cesso,VERB,1,-,In gen.
collemque,collimquus,NOUN,1,-,Def. não encontrada
victorum,vicoro,VERB,1,-,Def. não encontrada
permixti,permisceo,VERB,1,-,"To mix or mingle together; to commingle, intermingle."
circummittuntur,circummitto,VERB,1,-,"To send around: legationes in omnes partes,Caes. B. G. , ; id. B. C. , : praecones, id B. G. , ; id. B. C. , : jugo circummissus Veiens,Liv. , , : post montes,id. , , : milites,id. , , ; , , : scaphas,id. , , ."
territant petunt,territanto,VERB,1,-,Def. não encontrada
afuerunt,afero,VERB,1,-,Def. não encontrada
neutris,neuter,DET,1,-,"In plur.: in quo neutrorum contemnenda est sententia,Cic. Off. , , : neutri alteros primo cernebant,Liv. , , : ita neutris cura posteritatis,Tac. H. , : in neutris partibus esse,Sen. Ira, , : neutris quicquam hostile facientibus,Just. , , ."
indulgentiam,indulgentia,NOUN,1,1,"Indulgence, gentleness, complaisance, tenderness, fondness (class.)."
proximosque,proximuss,ADJ,1,-,Def. não encontrada
cadurcosque,cadurcosqus,ADJ,1,-,Def. não encontrada
volcarum,volcas,ADJ,1,-,Def. não encontrada
arecomicorum,arecomicum,NOUN,1,-,Def. não encontrada
resedisse,resedio,VERB,1,-,Def. não encontrada
donnotauro,donnotaurus,ADJ,1,-,Def. não encontrada
caburi,caburus,NOUN,1,-,Def. não encontrada
pacaverat,pacavo,VERB,1,-,Def. não encontrada
interea,interium,NOUN,1,-,Def. não encontrada
convocatisque,convocatis,ADJ,1,-,Def. não encontrada
galliaque,galliaqus,NOUN,1,-,Def. não encontrada
otium,otium,NOUN,1,2,In partic.
adorirantur,adoririo,VERB,1,-,Def. não encontrada
terrori,terrus,ADJ,1,-,Def. não encontrada
adactis,adactus,ADJ,1,-,"ădactus, a, um, Part. of adigo."
comitiis,comitia,NOUN,1,-,"cŏmĭtĭa, ōrum, v. comitium, II."
cavarillus,cavarillus,ADJ,1,-,Def. não encontrada
fugato,fugor,VERB,1,-,Def. não encontrada
perterritisque,perterritisque,ADP,1,-,Def. não encontrada
subluebant,subluo,VERB,1,-,"Perf., lūtum, ĕre, , to wash or bathe underneath (very rare; not in Cic.)."
interdiu,interdius,DET,1,-,"interdĭus, , see the preced. art."
excubitoribus,excubitor,NOUN,1,3,excubo
irruptio,irruptio,NOUN,1,3,"A breaking or bursting in, an irruption."
exigue,exigue,ADV,1,-,"Briefly, sparingly, v. exiguus fin."
compulsa,compulo,VERB,1,-,Def. não encontrada
viritim,viritus,NOUN,1,-,Def. não encontrada
tantundem,tantuns,NOUN,1,-,Def. não encontrada
interdiu,interdiu,ADP,1,-,"During the day, in the daytime, by day (not in Cic.): canes interdiu clausos esse oportet, ut noctu acriores sint,Cato, R. R. ; so opp. noctu,Caes. B. G. , , ; id. B. C. , , : nec nocte nec interdiu,Liv. , : interdiu, nocte,id. ,  fin.; , ."
pinnasque,pinnasquus,NOUN,1,-,Def. não encontrada
adiecit,adiecio,VERB,1,-,Def. não encontrada
